#REF_BACEN;NU_ORDEM;NU_INDICE;GT_GEOMETRIA
513320075;1;0;POLYGON ((-54.094115 -24.082763 0,-54.094286 -24.082498 0,-54.094278 -24.082284 0,-54.094337 -24.082102 0,-54.094494 -24.081952 0,-54.094487 -24.081798 0,-54.094368 -24.081839 0,-54.094297 -24.081769 0,-54.094274 -24.081623 0,-54.094096 -24.081643 0,-54.09401 -24.08162 0,-54.09377 -24.08097 0,-54.093861 -24.080638 0,-54.094207 -24.080218 0,-54.094357 -24.07994 0,-54.094983 -24.078814 0,-54.099825 -24.079148 0,-54.099704 -24.081551 0,-54.0985 -24.08117 0,-54.097579 -24.081038 0,-54.097135 -24.081159 0,-54.096164 -24.08121 0,-54.095313 -24.081322 0,-54.094931 -24.081414 0,-54.094305 -24.081619 0,-54.094331 -24.081772 0,-54.095089 -24.081531 0,-54.095507 -24.081432 0,-54.095789 -24.081415 0,-54.096407 -24.08138 0,-54.096543 -24.081385 0,-54.09713 -24.08145 0,-54.097515 -24.081459 0,-54.098379 -24.081624 0,-54.098764 -24.081723 0,-54.098946 -24.081964 0,-54.09917 -24.081989 0,-54.09942 -24.082057 0,-54.099735 -24.082279 0,-54.099686 -24.083767 0,-54.094115 -24.082763 0))
513320076;1;0;POLYGON ((-54.296547174449998 -25.26902188107 254.47,-54.296568632129997 -25.268764771680001 252.98,-54.296214580540003 -25.268643493470002 252.82,-54.296107292179997 -25.268677451379901 252.81,-54.296048283579999 -25.2688811986399 252.81,-54.296000003810001 -25.269550651509899 256.89,-54.293961524959897 -25.269506991650001 259.47,-54.294176101680002 -25.2645587727399 255.43,-54.296396970750003 -25.264636393419998 246.45,-54.296552538870003 -25.265126372800001 243.57,-54.296751022339997 -25.265334977279998 241.49,-54.297008514399998 -25.265339828550001 240.14,-54.297019243240001 -25.26521854692 241.66,-54.297062158579998 -25.264801337200002 243.43,-54.297147989270002 -25.264655798580002 244.71,-54.297373294830003 -25.264694608900001 242.82,-54.297271370890002 -25.269545800420001 255.75,-54.296525716780003 -25.269516693850001 256.78,-54.296418428419997 -25.269342054269998 255.82,-54.29638624191 -25.26952639604 256.78,-54.296171665190002 -25.26952639604 257.11,-54.296182394029998 -25.26925473439 256.08,-54.296396970750003 -25.269274138819998 255.82,-54.296547174449998 -25.26902188107 254.47))
513320076;1;1;POLYGON ((-54.330101986419997 -25.256988661169999 263.06,-54.33005043771 -25.258397094159999 264.95,-54.32676913217 -25.259051064840001 273.53,-54.326831870710002 -25.258224978080001 273.69,-54.326839162970003 -25.25596804021 269.44,-54.325124770400002 -25.255842731449999 267.59,-54.325160980219998 -25.25293819294 262.26,-54.325464572759998 -25.253024197910001 262.14,-54.325983203019902 -25.25334949246 264.86,-54.326729360039998 -25.253988821459998 266.23,-54.327450748529998 -25.254655096720001 265.55,-54.328262954949999 -25.25537246239 264.65,-54.328759247439997 -25.255868013050002 264.26,-54.329407503829998 -25.256661557009998 264.6,-54.32960037142 -25.256944996800001 264.35,-54.329806775789997 -25.257105554260001 263.66,-54.330101986419997 -25.256988661169999 263.06))
513320077;1;0;POLYGON ((-53.060260891250003 -25.9041785860699 0,-53.060525826689897 -25.906004273520001 0,-53.060144714380002 -25.906497598360001 0,-53.059191923930001 -25.906426527850002 0,-53.059098969129998 -25.906338733049999 0,-53.058857285229998 -25.9064641535 0,-53.058762181349998 -25.906265570230001 0,-53.058699263969899 -25.906066986620001 0,-53.058824754710002 -25.905705838069998 0,-53.058866587060002 -25.905079804900002 0,-53.058759692240002 -25.904625921779999 0,-53.060260891250003 -25.9041785860699 0))
513320077;1;1;POLYGON ((-53.06047931701 -25.904116206419999 0,-53.06043178873 -25.90382408692 0,-53.060519939099997 -25.903070543209999 0,-53.061453433330001 -25.902726212680001 0,-53.0619906632 -25.902612677219999 0,-53.062311071949999 -25.902689889089899 0,-53.062561460600001 -25.902635277960002 0,-53.062683116450003 -25.902688894779999 0,-53.062774135799998 -25.902859835680001 0,-53.062895465199901 -25.90282612499 0,-53.062959041040003 -25.902740930429999 0,-53.063222504979997 -25.90282081878 0,-53.063272479209999 -25.903098623609999 0,-53.06323016148 -25.903311765910001 0,-53.063106971640003 -25.903567991309998 0,-53.062966426080003 -25.90382802805 0,-53.062898513759997 -25.904001129099999 0,-53.062913004670001 -25.904439517579998 0,-53.062396763700001 -25.90439066523 0,-53.062275390019998 -25.9040271123 0,-53.061117535869997 -25.903974950479999 0,-53.06047931701 -25.904116206419999 0))
513320077;1;2;POLYGON ((-53.061117535869997 -25.903974950479999 0,-53.062275390019998 -25.9040271123 0,-53.062396763700001 -25.90439066523 0,-53.062913004670001 -25.904439517579998 0,-53.062817548330003 -25.90459564 0,-53.062953907080001 -25.90491300807 0,-53.0631719338799 -25.90509898813 0,-53.063348449179998 -25.905374659109999 0,-53.063702181479997 -25.905720807550001 0,-53.063768130850001 -25.905933429409899 0,-53.063567272729998 -25.906155710850001 0,-53.063237047039998 -25.906080311269999 0,-53.063102078059998 -25.906067737450002 0,-53.062828092899998 -25.906251948489999 0,-53.062758921229999 -25.906393936019999 0,-53.062727673399998 -25.90670190114 0,-53.062800873770001 -25.90704178032 0,-53.062854890319997 -25.907515016409999 0,-53.063092616180001 -25.90775420356 0,-53.06332635743 -25.907825367849998 0,-53.064190912550004 -25.90778349587 0,-53.064578351980003 -25.907825340550001 0,-53.064791780020002 -25.907758354769999 0,-53.065575179059998 -25.907863168319999 0,-53.065871643820003 -25.90772023996 0,-53.066067566149897 -25.90772864905 0,-53.066848381900002 -25.908067403610001 0,-53.06762919765 -25.90856056542 0,-53.067687082840003 -25.908759662040001 0,-53.067798368209999 -25.90878450101 0,-53.068004766420003 -25.908593772060001 0,-53.068054384 -25.908439959020001 0,-53.06802066174 -25.9082983005 0,-53.068093997859997 -25.90818558226 0,-53.068133991960003 -25.907926976300001 0,-53.068226864960003 -25.90793529962 0,-53.068627544320002 -25.90813068396 0,-53.068760702820001 -25.9079893778 0,-53.06907059257 -25.907860261410001 0,-53.069367409510001 -25.907626397009999 0,-53.069556447579998 -25.907451449580002 0,-53.0696663181199 -25.907146266680002 0,-53.069782257390003 -25.907054008359999 0,-53.07126571589 -25.90741610581 0,-53.071239642359998 -25.907620021970001 0,-53.071707847790002 -25.907917313110001 0,-53.07155593945 -25.908030523480001 0,-53.072263714089999 -25.90858302941 0,-53.072087311490002 -25.908803599540001 0,-53.07192506754 -25.908908500140001 0,-53.071474408439997 -25.909506753180001 0,-53.071188330680002 -25.910102585920001 0,-53.070967928579996 -25.91025463603 0,-53.070824883980002 -25.910196785829999 0,-53.070593828260002 -25.91015957854 0,-53.070307049260002 -25.910022930890001 0,-53.070052388240001 -25.909985624849998 0,-53.070014333339998 -25.90990261124 0,-53.069537327139997 -25.909993952530002 0,-53.069421180120003 -25.909823684389998 0,-53.069384562239897 -25.9095864803799 0,-53.070006817239999 -25.909375805540002 0,-53.070390300370001 -25.9091686105 0,-53.0705245699899 -25.90904814001 0,-53.070580083910002 -25.908787670460001 0,-53.070500698250001 -25.908770779529998 0,-53.070243801229999 -25.908969053669999 0,-53.069889355580003 -25.908998552620002 0,-53.06935791019 -25.909032255469999 0,-53.06880376953 -25.909103781439999 0,-53.068323635920002 -25.90901548035 0,-53.068225785279999 -25.909049147769998 0,-53.068272959829997 -25.90933039007 0,-53.068222428040002 -25.909602089829999 0,-53.067957333850003 -25.90949356002 0,-53.067687168520003 -25.909567163249999 0,-53.067443314370003 -25.909583830599999 0,-53.066962541559903 -25.909463245520001 0,-53.066369337419999 -25.90928089102 0,-53.06612809768 -25.909280899830001 0,-53.065698114729997 -25.909270134090001 0,-53.065479807229998 -25.909228410019999 0,-53.065079215769899 -25.908990042189998 0,-53.064633196929996 -25.908906206499999 0,-53.06311384032 -25.908498042369999 0,-53.061098143979997 -25.908058636260002 0,-53.061151715279998 -25.908010711599999 0,-53.061155581690002 -25.907904440829999 0,-53.060975240490002 -25.90768093214 0,-53.060821490919999 -25.907608523179999 0,-53.060610717220001 -25.90761930519 0,-53.060476822200002 -25.907465413770002 0,-53.060588103630003 -25.906617249619998 0,-53.060383440899997 -25.906208920849998 0,-53.060525826689897 -25.906004273520001 0,-53.060260891250003 -25.9041785860699 0,-53.061117535869997 -25.903974950479999 0))
513320077;1;3;POLYGON ((-53.058691374699997 -25.906764729319999 0,-53.05862314382 -25.906854966289998 0,-53.058629531960001 -25.907160607209999 0,-53.058550787480002 -25.90722163989 0,-53.058518433819998 -25.9073211505 0,-53.05830421081 -25.907298688659999 0,-53.058239965509998 -25.907256960969999 0,-53.058032806139998 -25.90735323402 0,-53.057840014969997 -25.907359649589999 0,-53.057576234770004 -25.907567956609999 0,-53.056643700949998 -25.9075695293199 0,-53.056568640519998 -25.9075088144 0,-53.056489501809999 -25.907336083760001 0,-53.056524487730002 -25.90716950905 0,-53.056688180419997 -25.907025166570001 0,-53.057094954930001 -25.906806710590001 0,-53.057391584359998 -25.906623276800001 0,-53.0578570882099 -25.906355653879999 0,-53.058502350609999 -25.90622322474 0,-53.058694056059998 -25.906571731250001 0,-53.058691374699997 -25.906764729319999 0))
513320078;1;0;POLYGON ((-53.375099786660002 -25.915488637100001 0,-53.37534012415 -25.915789362470001 0,-53.375638807590001 -25.916065695499999 0,-53.376100142559999 -25.9163202682 0,-53.376396094489998 -25.916391063590002 0,-53.376692681340003 -25.916776517230002 0,-53.373911420159899 -25.91823869277 0,-53.374554739380002 -25.921014635750002 0,-53.376249529509998 -25.921245154320001 0,-53.37577236045 -25.921431521830002 0,-53.374895443419902 -25.921490116859999 0,-53.374521589990003 -25.9213856168099 0,-53.37415657148 -25.921195468640001 0,-53.373802418300002 -25.920901044970002 0,-53.373137282389997 -25.920036006530001 0,-53.373095644099998 -25.919759423239999 0,-53.372365534369997 -25.919168998189999 0,-53.37112199928 -25.9192996960799 0,-53.370284918149999 -25.919307903140002 0,-53.369338101529998 -25.91966938765 0,-53.369060852860002 -25.920021813559899 0,-53.368609546050003 -25.920292546900001 0,-53.368220821329999 -25.92067714037 0,-53.36813807979 -25.920481077929999 0,-53.368210288269999 -25.920282799039999 0,-53.368250046619998 -25.919139796140001 0,-53.368266964089997 -25.918451129259999 0,-53.36831079049 -25.918175617079999 0,-53.368090867969997 -25.917413089099998 0,-53.3680706329 -25.916960600140001 0,-53.368223287120003 -25.916815021320001 0,-53.36822917245 -25.91663169804 0,-53.36849444624 -25.91626066453 0,-53.368593958349997 -25.915936560199999 0,-53.368376337809998 -25.915779118610001 0,-53.36796903055 -25.915579384050002 0,-53.367504038260002 -25.915078823929999 0,-53.367355056629997 -25.914878906110001 0,-53.367137664479898 -25.914848202190001 0,-53.366705321349897 -25.9148620120299 0,-53.366316869149998 -25.91477688342 0,-53.365292460100001 -25.914911759119999 0,-53.364751516079998 -25.914744368209998 0,-53.364172655330002 -25.91402495394 0,-53.36313072523 -25.913430869919999 0,-53.363115538750002 -25.91313042869 0,-53.363418240739897 -25.912830836520001 0,-53.363558298199997 -25.912470644839999 0,-53.365163087399999 -25.912169526029899 0,-53.365744419030001 -25.911712793949999 0,-53.366290471219997 -25.911646240700001 0,-53.36595539084 -25.911998764340002 0,-53.36575010816 -25.912152583979999 0,-53.365474839340003 -25.912517208299999 0,-53.365351327340001 -25.912996920520001 0,-53.36581843319 -25.913386583649999 0,-53.366225130990003 -25.91368551695 0,-53.366428334129999 -25.913917510160001 0,-53.36657604517 -25.9141489155 0,-53.367260903850003 -25.913882525950001 0,-53.367520534260002 -25.913881659179999 0,-53.368136304409902 -25.91367694417 0,-53.368646951460001 -25.913334208 0,-53.368799369580003 -25.913314561020002 0,-53.368903700209998 -25.91363555873 0,-53.368604090769999 -25.914459948600001 0,-53.368829281069999 -25.914693519490001 0,-53.369228644700001 -25.914305649220001 0,-53.369536634909998 -25.91299069155 0,-53.36991025319 -25.91274151452 0,-53.370870942480003 -25.91219033054 0,-53.371067017549997 -25.91218684363 0,-53.370690322839998 -25.912573811159898 0,-53.370422179560002 -25.9134061106 0,-53.370531355049998 -25.91369759222 0,-53.370438748300003 -25.914365123260001 0,-53.370736659679999 -25.914687435739999 0,-53.371082491240003 -25.914891422770001 0,-53.370385488429903 -25.916077238100002 0,-53.370331766680003 -25.916168960099998 0,-53.3703119495 -25.916275660579998 0,-53.37085874524 -25.916278676299999 0,-53.371327072470002 -25.91646612637 0,-53.371543772869998 -25.916531869450001 0,-53.3718106277 -25.916201396129999 0,-53.372064954469998 -25.915913459950001 0,-53.372212065999904 -25.9154504485 0,-53.372334481320003 -25.915245350359999 0,-53.372529655690002 -25.915092074579999 0,-53.372667156629902 -25.91486861109 0,-53.372805360119898 -25.914435786209999 0,-53.37292422382 -25.914189390599901 0,-53.373275606200004 -25.91396827322 0,-53.373670402069997 -25.91395940072 0,-53.373906136370003 -25.914322847320001 0,-53.373928686760003 -25.914906412939999 0,-53.374912278979998 -25.9153000823 0,-53.375099786660002 -25.915488637100001 0))
513320078;1;1;POLYGON ((-53.369535097060002 -25.912922678009998 0,-53.369496726949997 -25.91272829419 0,-53.369362195050002 -25.912478537259901 0,-53.369178040549897 -25.91235428681 0,-53.369012912439999 -25.912247840420001 0,-53.368907970519999 -25.911922264289998 0,-53.369088545819999 -25.91162669214 0,-53.369204901060002 -25.911345559520001 0,-53.369128159740001 -25.9109664145099 0,-53.368740546570002 -25.910599392030001 0,-53.368512517749998 -25.910916743240001 0,-53.36860754269 -25.911055376130001 0,-53.368709945790002 -25.911277890979999 0,-53.368598520479999 -25.91164317886 0,-53.368504528130003 -25.911910085319999 0,-53.368463054320003 -25.91216062234 0,-53.368616241929999 -25.912412031470001 0,-53.368787099179997 -25.912610077739998 0,-53.368874604449999 -25.912755045659999 0,-53.368868399109999 -25.913010931180001 0,-53.36888431018 -25.91325325399 0,-53.368810722020001 -25.913307915800001 0,-53.36864322169 -25.91332106115 0,-53.368125934589997 -25.913663147099999 0,-53.367524181149903 -25.91386450888 0,-53.367255961780003 -25.91387152603 0,-53.366580708310003 -25.91413282381 0,-53.366454856840001 -25.913928170799998 0,-53.366231506920002 -25.9136651996299 0,-53.36582399532 -25.913376582409999 0,-53.36536590291 -25.912995198579999 0,-53.365480431469997 -25.91254822754 0,-53.365769936169997 -25.912174696569998 0,-53.365969657050002 -25.912025937780001 0,-53.36630513835 -25.911642986290001 0,-53.366356235079998 -25.911592184749999 0,-53.36648349307 -25.911608682379999 0,-53.366671942579998 -25.91150222401 0,-53.36680470292 -25.91135960599 0,-53.367070936419999 -25.911107656590001 0,-53.367156580389903 -25.91100340197 0,-53.367281920949999 -25.910889435880001 0,-53.367477170660003 -25.910790395849901 0,-53.367742012320001 -25.9106890855799 0,-53.368012504790002 -25.910697771919999 0,-53.368484634250002 -25.9108850731199 0,-53.368699664189997 -25.910586231860002 0,-53.36818459074 -25.910135930189998 0,-53.367185321370002 -25.910104920119998 0,-53.36642561571 -25.91100036868 0,-53.36617965168 -25.911064600500001 0,-53.365840053740001 -25.91100458332 0,-53.365213732050002 -25.911299124159999 0,-53.365394760969998 -25.909892352330001 0,-53.365362968809997 -25.909274982119999 0,-53.365552452899998 -25.90869786232 0,-53.365926426130002 -25.908395587299999 0,-53.36638361803 -25.908442994409999 0,-53.367128944969998 -25.90884194194 0,-53.367885691300003 -25.909076404650001 0,-53.368330372949998 -25.908613834480001 0,-53.368731865789997 -25.908550863199999 0,-53.369201484489999 -25.908865494339999 0,-53.369722712300003 -25.909095394960001 0,-53.369978704040001 -25.909065284059999 0,-53.370092319309997 -25.909044839789999 0,-53.370390402879998 -25.90929805175 0,-53.370384622480003 -25.909660906349998 0,-53.370459930149998 -25.9098608402699 0,-53.370632591640003 -25.910088111330001 0,-53.370654579639996 -25.910798393730001 0,-53.370994884929999 -25.910827564750001 0,-53.371188946350003 -25.91105388714 0,-53.371274274530002 -25.91125326881 0,-53.371225785580002 -25.9115954464 0,-53.371105040940002 -25.912151657870002 0,-53.370849675780001 -25.912149331449999 0,-53.369535097060002 -25.912922678009998 0))
513320082;1;0;POLYGON ((-53.038191267169999 -25.936595172219999 0,-53.036155581759999 -25.936105055620001 0,-53.036721030400003 -25.935564217469999 0,-53.037213311 -25.935716191040001 0,-53.037513566180003 -25.93559127784 0,-53.037742310509998 -25.935520910280001 0,-53.037866865689999 -25.935752964180001 0,-53.037956824829998 -25.93574301608 0,-53.038043574710002 -25.93563029365 0,-53.0379918496199 -25.93548251719 0,-53.037524221749997 -25.935088962550001 0,-53.03755664202 -25.934933844789999 0,-53.037535703289997 -25.93485623131 0,-53.037374958020003 -25.934744813230001 0,-53.037723959540003 -25.93429813361 0,-53.038304398690002 -25.933657208250001 0,-53.03869380682 -25.933343350049999 0,-53.038629794819997 -25.933895443730002 0,-53.038548974369903 -25.933938392729999 0,-53.038552648740001 -25.934030897140001 0,-53.038490196969903 -25.934133313139998 0,-53.038557384619999 -25.934218516310001 0,-53.038516435 -25.934536755299899 0,-53.038270843420001 -25.935688523250001 0,-53.03810016053 -25.935684740949998 0,-53.038000930400003 -25.93579166452 0,-53.037936870860001 -25.93581569469 0,-53.037906105579999 -25.935870471200001 0,-53.038191267169999 -25.936595172219999 0))
513320082;1;1;POLYGON ((-53.036503989490001 -25.934609112090001 0,-53.036274951529997 -25.934708160220001 0,-53.036182343669999 -25.9346281469 0,-53.036047181679997 -25.934754410069999 0,-53.036260254390001 -25.93490968767 0,-53.03635786708 -25.935044211529998 0,-53.0359314512 -25.935433505639999 0,-53.0355842843 -25.93538550209 0,-53.035300849869998 -25.935460154320001 0,-53.035106696660002 -25.935497821870001 0,-53.034304030260003 -25.9349952546 0,-53.034609632150001 -25.934669167660001 0,-53.034222653560001 -25.934194297400001 0,-53.034034054560003 -25.9342409956 0,-53.033940946279998 -25.93435327197 0,-53.033771658150002 -25.934417973479999 0,-53.033459428169998 -25.93445698192 0,-53.033309259779998 -25.934376718900001 0,-53.033800209349998 -25.93334192376 0,-53.035527716159997 -25.9338014378399 0,-53.036775862939997 -25.934212604060001 0,-53.036503989490001 -25.934609112090001 0))
513320082;1;2;POLYGON ((-53.038313393209997 -25.936810695510001 0,-53.03845880011 -25.937351140210001 0,-53.03845107083 -25.937447281139999 0,-53.036110322459997 -25.93797876459 0,-53.035898396020002 -25.937201264590001 0,-53.035977455309997 -25.936728568540001 0,-53.036022348990002 -25.936494632759999 0,-53.036088700339903 -25.936260696520002 0,-53.036155581759999 -25.936105055620001 0,-53.038191267169999 -25.936595172219999 0,-53.038313393209997 -25.936810695510001 0))
513320083;1;0;POLYGON ((-52.404192 -27.385125 457.49,-52.404546 -27.385116 449.94,-52.404728999999897 -27.385592 449.64,-52.40445 -27.385668 455.92,-52.404278 -27.385392 456.36,-52.404192 -27.385125 457.49))
513320085;1;0;POLYGON ((-59.214938739479997 -9.346528817479999 0,-59.214785003480003 -9.350514734180001 0,-59.208985870580001 -9.350319220419999 0,-59.208137845229999 -9.34928871584 0,-59.208091078560003 -9.34815416322 0,-59.20918474258 -9.347610905230001 0,-59.209688508649997 -9.34697897078 0,-59.210530121700003 -9.34637083953 0,-59.21144021656 -9.34640538559 0,-59.212570741180002 -9.34691471953 0,-59.213738008439996 -9.347075347099899 0,-59.214563171409999 -9.346502080240001 0,-59.214938739479997 -9.346528817479999 0))
513320086;1;0;POLYGON ((-53.315514817850001 -28.94770630056 386.3,-53.316432299459997 -28.947607327979998 389.42,-53.317660397899999 -28.947774373560001 392.36,-53.318694966839999 -28.948311120109999 395.92,-53.319252661539998 -28.94813733777 397.87,-53.319502623699996 -28.947180294190002 396.45,-53.318821854009997 -28.947021316210002 394.78,-53.318100850800001 -28.947174851269999 393.23,-53.31630199688 -28.946888164979999 388.49,-53.315430145009998 -28.94694634312 387.89,-53.315417071890003 -28.94746961297 386.9,-53.315140244630001 -28.94777117141 386.5,-53.31501850067 -28.947758481009998 386.5,-53.315076144940001 -28.947546974569999 386.5,-53.31508564256 -28.947537873209999 386.5,-53.315231927989998 -28.947124204600001 389.07,-53.315279160300001 -28.946961358159999 387.89,-53.314902748350001 -28.94691980264 392.28,-53.314581747760002 -28.9470267379 392.12,-53.314723674770001 -28.947743450770002 387.07,-53.314920838440003 -28.94797251448 385.19,-53.314840663440002 -28.948608449870001 381.75,-53.31491957139 -28.9499538874 377.22,-53.314879583669999 -28.95015692074 377.08,-53.314287706809999 -28.95034936935 376.61,-53.31400963814 -28.950586766490002 377.24,-53.313424623110002 -28.950804132790001 378.66,-53.313218519620001 -28.950692402729999 378.87,-53.313859274169999 -28.950431643080002 376.92,-53.314110397779999 -28.950141736879999 376.69,-53.313530792759998 -28.95037570877 377.45,-53.313068394470001 -28.950600272620001 378.87,-53.312782369349897 -28.95043610055 377.92,-53.312632578230001 -28.950093010540002 376.75,-53.312019147500003 -28.949882168719999 374.88,-53.311647926029998 -28.949740460409998 375.22,-53.311162285659996 -28.949314096449999 374.24,-53.311585240329997 -28.9489843706999 373.97,-53.313106697770003 -28.94933836513 376.31,-53.313899680319999 -28.949125650159999 378.42,-53.314395359130003 -28.94863443965 379.13,-53.314737912040002 -28.947991359970001 385.19,-53.314633531310001 -28.947926456949901 385.56,-53.314390337719999 -28.94836508937 380.8,-53.31408835765 -28.948721849879899 379.67,-53.313767049740001 -28.94906246327 378.75,-53.313145696889997 -28.9492237715999 376.31,-53.31249369719 -28.94914654718 374.06,-53.311634894729998 -28.948912866040001 373.97,-53.313443787440001 -28.944846983680002 408.21,-53.314033290459903 -28.944986688499998 409.57,-53.31593215417 -28.9451168629199 411.1,-53.318022120629998 -28.94567317564 407.1,-53.319016077039997 -28.94596959187 406.79,-53.319553269250001 -28.946268668569999 404.65,-53.319269552969999 -28.9465552648699 401.2,-53.319151697240002 -28.946835938380001 397.68,-53.319216212969998 -28.946926319260001 397.91,-53.3193242356 -28.946639380960001 401.2,-53.319595689300002 -28.946352642299999 404.65,-53.319785464669998 -28.946518235109998 403.54,-53.321761781230002 -28.949313185240001 418.86,-53.322987423790003 -28.949861112920001 418.46,-53.325078984450002 -28.950220389689999 417.08,-53.324272969230002 -28.953763287880001 426.74,-53.315102749929999 -28.950250614729999 378.3,-53.31487271836 -28.949024132750001 379.12,-53.315143332570003 -28.94815896758 384.34,-53.315514817850001 -28.94770630056 386.3))
513320090;1;0;POLYGON ((-44.449685 -20.577944 0,-44.451053 -20.579834 0,-44.449079 -20.581836 0,-44.447356 -20.580125 0,-44.449685 -20.577944 0))
513320091;1;0;POLYGON ((-46.549832 -4.767489 0,-46.54974 -4.76938 0,-46.552339 -4.774691 0,-46.547282 -4.777461 0,-46.538912 -4.767444 0,-46.547161 -4.763259 0,-46.549832 -4.767489 0))
513320092;1;0;POLYGON ((-42.676307 -20.961414 0,-42.675609 -20.959133 0,-42.677667 -20.957519 0,-42.680115 -20.95927 0,-42.676307 -20.961414 0))
513320093;1;0;POLYGON ((-46.066045 -22.370111 0,-46.065806 -22.370287 0,-46.065698 -22.370016 0,-46.065609 -22.369674 0,-46.065842 -22.369639 0,-46.066045 -22.370111 0))
513320094;1;0;POLYGON ((-44.725716 -11.811051 0,-44.727417 -11.809394 0,-44.729025 -11.810929 0,-44.727483 -11.812762 0,-44.725716 -11.811051 0))
